event_id,event_timestamp,event_name,event_type,customer_identifier,session_id,attempt_id,channel,device_type,os,network_type,step_name,step_sequence,status,error_code,location_raw,ingestion_timestamp,source_system
7789,2026-03-27 05:11:33.993875,account_created,progress,+27832323405,S757,A674,Web,Android,ios 26,3G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.993875,app
7790,2026-03-24 14:36:33.993875,personal_details,progress,+27834538652,S1087,A551,Mobile App,ios,ios 26,3G,personal_details,4,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7791,2026-03-26 04:47:33.993875,kyc_upload,progress,+27832682435,S855,A32,Web,Android,ios 26,4G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.993875,app
7792,2026-03-26 08:29:33.993875,personal_details,progress,+27839800962,S1802,A911,Mobile App,ios,ios 26,3G,personal_details,4,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7793,2026-03-25 18:55:33.993875,phone_entry,progress,+27833769194,S1208,A3088,Web,Android,Android 11,3G,phone_entry,2,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7794,2026-03-21 20:07:33.993875,personal_details,progress,+27835808389,S1439,A1724,Mobile App,Android,ios 26,3G,personal_details,4,fail,,Cape town,2026-03-28 10:44:33.993875,app
7795,2026-03-27 11:04:33.993875,phone_entry,progress,+27838454955,S1216,A2274,Branch,ios,Android 11,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7796,2026-03-22 14:35:33.993875,start,progress,+27835873084,S544,A330,Web,ios,Android 11,4G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7797,2026-03-21 17:13:33.993875,personal_details,progress,+27837397056,S1174,A989,Web,Android,Android 11,4G,personal_details,4,success,,johannesburg,2026-03-28 10:44:33.993875,app
7798,2026-03-24 14:47:33.993875,otp,progress,+27835392964,S1715,A4566,Web,ios,Android 11,4G,otp,3,fail,,Durban,2026-03-28 10:44:33.993875,app
7799,2026-03-24 11:11:33.993875,kyc_upload,progress,+27832251836,S2538,A103,Web,Android,ios 26,4G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.993875,app
7800,2026-03-23 14:30:33.993875,account_created,progress,+27833725106,S1712,A4655,Branch,ios,ios 26,4G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7801,2026-03-24 13:56:33.993875,start,progress,+27832622231,S367,A532,Web,ios,Android 11,3G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7802,2026-03-26 18:46:33.993875,account_created,progress,+27834667844,S2236,A1776,Mobile App,ios,Android 11,3G,account_created,6,abandon,,Durban,2026-03-28 10:44:33.993875,app
7803,2026-03-24 17:08:33.993875,kyc_upload,progress,+27833558887,S2380,A3581,Branch,Android,ios 26,4G,kyc_upload,5,success,,Durban,2026-03-28 10:44:33.993875,app
7804,2026-03-27 06:08:33.993875,otp,progress,+27835115948,S1020,A4357,Web,ios,ios 26,4G,otp,3,fail,,Durban,2026-03-28 10:44:33.993875,app
7805,2026-03-22 11:15:33.993875,kyc_upload,progress,+27831193479,S1702,A2150,USSD,Android,ios 26,4G,kyc_upload,5,abandon,,Durban,2026-03-28 10:44:33.993875,app
7806,2026-03-24 08:28:33.993875,account_created,progress,+27831517221,S2438,A2071,Branch,Android,Android 11,4G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.993875,app
7807,2026-03-26 20:27:33.993875,account_created,progress,+27835127887,S1305,A769,Mobile App,ios,ios 26,4G,account_created,6,success,,Cape town,2026-03-28 10:44:33.993875,app
7808,2026-03-23 01:38:33.993875,kyc_upload,progress,+27839929165,S335,A4752,Mobile App,ios,ios 26,4G,kyc_upload,5,fail,,Durban,2026-03-28 10:44:33.993875,app
7809,2026-03-28 09:01:33.993875,account_created,progress,+27836072433,S2186,A4000,Branch,ios,Android 11,4G,account_created,6,success,,Durban,2026-03-28 10:44:33.993875,app
7810,2026-03-21 21:22:33.993875,start,progress,+27835527396,S1487,A2259,Web,ios,ios 26,3G,start,1,fail,,Cape town,2026-03-28 10:44:33.993875,app
7811,2026-03-23 09:44:33.993875,kyc_upload,progress,+27838722269,S1519,A4612,USSD,ios,ios 26,3G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7812,2026-03-22 05:15:33.993875,start,progress,+27835067693,S2547,A1868,USSD,Android,Android 11,3G,start,1,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7813,2026-03-22 00:01:33.993875,phone_entry,progress,+27833791185,S2256,A2862,Branch,ios,ios 26,3G,phone_entry,2,success,,johannesburg,2026-03-28 10:44:33.993875,app
7814,2026-03-24 04:40:33.993875,personal_details,progress,+27836541545,S710,A4327,Web,ios,Android 11,3G,personal_details,4,abandon,,Durban,2026-03-28 10:44:33.993875,app
7815,2026-03-26 11:31:33.993875,account_created,progress,+27834875161,S146,A376,Mobile App,ios,ios 26,4G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7816,2026-03-27 18:08:33.993875,kyc_upload,progress,+27832182071,S1358,A3409,Mobile App,ios,ios 26,3G,kyc_upload,5,success,,Durban,2026-03-28 10:44:33.993875,app
7817,2026-03-24 21:15:33.993875,account_created,progress,+27838424881,S2569,A4177,Branch,ios,ios 26,4G,account_created,6,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7818,2026-03-24 14:46:33.993875,phone_entry,progress,+27833557999,S2083,A4333,USSD,ios,ios 26,3G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7819,2026-03-24 11:41:33.993875,phone_entry,progress,+27835692694,S1476,A2947,Branch,Android,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7820,2026-03-24 07:59:33.993875,personal_details,progress,+27835774624,S2551,A4305,USSD,ios,Android 11,3G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.993875,app
7821,2026-03-27 04:56:33.993875,kyc_upload,progress,+27839020069,S2527,A2124,Mobile App,Android,ios 26,4G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7822,2026-03-27 16:01:33.993875,phone_entry,progress,+27836209308,S1845,A1514,Branch,Android,Android 11,3G,phone_entry,2,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7823,2026-03-24 22:42:33.993875,otp,progress,+27839550404,S795,A4761,Web,Android,Android 11,3G,otp,3,fail,,Cape town,2026-03-28 10:44:33.993875,app
7824,2026-03-25 20:13:33.993875,account_created,progress,+27831860123,S1963,A2636,Branch,Android,Android 11,3G,account_created,6,fail,,Durban,2026-03-28 10:44:33.993875,app
7825,2026-03-27 01:43:33.993875,otp,progress,+27833666163,S684,A3565,Mobile App,ios,Android 11,3G,otp,3,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7826,2026-03-22 00:14:33.993875,phone_entry,progress,+27833803278,S1926,A1764,Web,ios,ios 26,3G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7827,2026-03-24 23:30:33.993875,start,progress,+27832596025,S975,A1599,Mobile App,Android,ios 26,4G,start,1,abandon,,Durban,2026-03-28 10:44:33.993875,app
7828,2026-03-26 16:09:33.993875,personal_details,progress,+27839741828,S1097,A1775,USSD,Android,Android 11,4G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.993875,app
7829,2026-03-24 15:39:33.993875,personal_details,progress,+27832193338,S2110,A353,USSD,ios,ios 26,3G,personal_details,4,abandon,,Durban,2026-03-28 10:44:33.993875,app
7830,2026-03-24 18:08:33.993875,personal_details,progress,+27832724746,S2536,A4774,USSD,ios,Android 11,4G,personal_details,4,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7831,2026-03-27 15:31:33.993875,start,progress,+27839533384,S1668,A3032,Branch,Android,ios 26,3G,start,1,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7832,2026-03-24 04:16:33.993875,kyc_upload,progress,+27833018521,S1422,A1889,Mobile App,ios,Android 11,3G,kyc_upload,5,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7833,2026-03-26 05:21:33.993875,kyc_upload,progress,+27831501896,S2753,A4796,Mobile App,Android,Android 11,3G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.993875,app
7834,2026-03-22 21:28:33.993875,personal_details,progress,+27831443573,S576,A1361,Branch,Android,ios 26,4G,personal_details,4,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7835,2026-03-27 16:41:33.993875,start,progress,+27835718491,S2387,A4409,Mobile App,Android,ios 26,3G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7836,2026-03-24 17:00:33.993875,phone_entry,progress,+27832963991,S2837,A3738,Mobile App,Android,Android 11,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.993875,app
7837,2026-03-23 03:56:33.993875,phone_entry,progress,+27838976007,S2960,A1949,USSD,Android,Android 11,3G,phone_entry,2,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7838,2026-03-22 07:09:33.993875,account_created,progress,+27831639301,S16,A4932,Web,ios,ios 26,3G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7839,2026-03-22 00:24:33.993875,account_created,progress,+27839994334,S2697,A2683,Web,Android,ios 26,4G,account_created,6,success,,Durban,2026-03-28 10:44:33.993875,app
7840,2026-03-23 00:19:33.993875,kyc_upload,progress,+27837009764,S204,A351,Mobile App,Android,Android 11,4G,kyc_upload,5,fail,,Durban,2026-03-28 10:44:33.993875,app
7841,2026-03-22 06:30:33.993875,account_created,progress,+27835758960,S2790,A1071,Web,ios,ios 26,4G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.993875,app
7842,2026-03-24 08:13:33.993875,kyc_upload,progress,+27833416331,S283,A2105,Web,ios,ios 26,4G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.993875,app
7843,2026-03-25 00:59:33.993875,phone_entry,progress,+27835165308,S1146,A4289,USSD,Android,Android 11,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7844,2026-03-26 17:08:33.993875,account_created,progress,+27834962597,S2313,A3392,Mobile App,Android,Android 11,3G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7845,2026-03-21 19:57:33.993875,phone_entry,progress,+27833443622,S17,A4975,Web,ios,ios 26,3G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.993875,app
7846,2026-03-27 04:28:33.993875,account_created,progress,+27837148884,S2653,A3678,USSD,Android,Android 11,3G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7847,2026-03-25 00:27:33.993875,otp,progress,+27831892102,S1819,A577,Branch,Android,ios 26,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7848,2026-03-25 16:50:33.993875,otp,progress,+27831624688,S260,A4482,USSD,Android,ios 26,3G,otp,3,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7849,2026-03-21 19:36:33.993875,otp,progress,+27833068996,S2827,A4157,Branch,Android,Android 11,3G,otp,3,fail,,Durban,2026-03-28 10:44:33.993875,app
7850,2026-03-25 08:13:33.993875,start,progress,+27833860118,S1733,A2710,Branch,ios,ios 26,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7851,2026-03-22 17:04:33.993875,phone_entry,progress,+27832424368,S2044,A4181,Mobile App,ios,ios 26,4G,phone_entry,2,fail,,Cape town,2026-03-28 10:44:33.993875,app
7852,2026-03-23 00:57:33.993875,account_created,progress,+27839322709,S194,A4181,Branch,ios,ios 26,4G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7853,2026-03-23 11:13:33.993875,phone_entry,progress,+27836030304,S1523,A1010,Mobile App,Android,Android 11,4G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.993875,app
7854,2026-03-28 02:11:33.993875,personal_details,progress,+27839600379,S1676,A3816,Mobile App,Android,Android 11,4G,personal_details,4,success,,Durban,2026-03-28 10:44:33.993875,app
7855,2026-03-27 11:59:33.993875,kyc_upload,progress,+27832817763,S2863,A1169,Branch,ios,ios 26,4G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.993875,app
7856,2026-03-25 20:31:33.993875,phone_entry,progress,+27831640646,S926,A1010,Mobile App,Android,ios 26,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7857,2026-03-24 22:08:33.993875,account_created,progress,+27836963641,S124,A493,Web,ios,Android 11,3G,account_created,6,fail,,Durban,2026-03-28 10:44:33.993875,app
7858,2026-03-23 01:34:33.993875,phone_entry,progress,+27831855197,S528,A989,USSD,ios,Android 11,4G,phone_entry,2,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7859,2026-03-27 07:31:33.993875,account_created,progress,+27839480720,S2674,A1690,USSD,ios,Android 11,4G,account_created,6,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7860,2026-03-24 17:19:33.993875,otp,progress,+27839874048,S2142,A1383,Branch,ios,Android 11,3G,otp,3,success,,johannesburg,2026-03-28 10:44:33.993875,app
7861,2026-03-27 21:20:33.993875,kyc_upload,progress,+27839323892,S1343,A838,Branch,Android,Android 11,3G,kyc_upload,5,fail,,Durban,2026-03-28 10:44:33.993875,app
7862,2026-03-23 19:28:33.993875,start,progress,+27836244210,S2047,A554,Branch,ios,Android 11,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7863,2026-03-24 19:05:33.993875,account_created,progress,+27833837926,S2222,A2737,Branch,Android,ios 26,4G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7864,2026-03-23 19:20:33.993875,account_created,progress,+27831733756,S1555,A2010,USSD,Android,ios 26,3G,account_created,6,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7865,2026-03-25 07:44:33.993875,phone_entry,progress,+27839583451,S2843,A1412,Web,Android,ios 26,3G,phone_entry,2,success,,Durban,2026-03-28 10:44:33.993875,app
7866,2026-03-23 18:12:33.993875,start,progress,+27834681916,S2816,A2924,Branch,Android,Android 11,3G,start,1,success,,Durban,2026-03-28 10:44:33.993875,app
7867,2026-03-23 04:14:33.993875,start,progress,+27833351817,S998,A2646,Mobile App,ios,Android 11,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7868,2026-03-24 05:37:33.993875,account_created,progress,+27834248524,S2605,A193,Web,ios,Android 11,3G,account_created,6,fail,,Durban,2026-03-28 10:44:33.993875,app
7869,2026-03-27 09:26:33.993875,otp,progress,+27837493147,S2441,A4105,Branch,ios,ios 26,4G,otp,3,success,,Durban,2026-03-28 10:44:33.993875,app
7870,2026-03-27 12:13:33.993875,kyc_upload,progress,+27832666640,S624,A4846,Branch,Android,Android 11,3G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7871,2026-03-24 08:12:33.993875,phone_entry,progress,+27837271989,S657,A2120,Web,Android,ios 26,3G,phone_entry,2,success,,Durban,2026-03-28 10:44:33.993875,app
7872,2026-03-22 08:04:33.993875,account_created,progress,+27839208251,S408,A1847,USSD,Android,Android 11,3G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7873,2026-03-23 06:37:33.993875,kyc_upload,progress,+27833274329,S633,A643,USSD,Android,ios 26,4G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.993875,app
7874,2026-03-23 06:56:33.993875,phone_entry,progress,+27832111876,S979,A1542,Mobile App,Android,Android 11,4G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.993875,app
7875,2026-03-21 14:08:33.993875,phone_entry,progress,+27833259731,S892,A375,Web,Android,Android 11,4G,phone_entry,2,fail,,Cape town,2026-03-28 10:44:33.993875,app
7876,2026-03-23 22:33:33.993875,personal_details,progress,+27833998757,S806,A1313,Mobile App,Android,Android 11,4G,personal_details,4,success,,Durban,2026-03-28 10:44:33.993875,app
7877,2026-03-27 06:49:33.993875,start,progress,+27839105637,S2610,A3639,Mobile App,ios,Android 11,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.993875,app
7878,2026-03-27 07:57:33.993875,otp,progress,+27838684544,S2445,A987,USSD,Android,Android 11,4G,otp,3,success,,Durban,2026-03-28 10:44:33.993875,app
7879,2026-03-24 00:25:33.993875,personal_details,progress,+27834198775,S427,A4875,Web,ios,ios 26,4G,personal_details,4,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7880,2026-03-28 08:49:33.993875,otp,progress,+27832388605,S2075,A8,Web,ios,ios 26,3G,otp,3,success,,Cape town,2026-03-28 10:44:33.993875,app
7881,2026-03-28 01:00:33.993875,account_created,progress,+27834602655,S978,A3594,Web,ios,ios 26,3G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7882,2026-03-27 02:22:33.993875,otp,progress,+27839138349,S1170,A3354,Mobile App,ios,Android 11,4G,otp,3,success,,Durban,2026-03-28 10:44:33.993875,app
7883,2026-03-21 19:33:33.993875,otp,progress,+27833231049,S717,A3489,Mobile App,Android,ios 26,3G,otp,3,fail,,Durban,2026-03-28 10:44:33.993875,app
7884,2026-03-25 19:54:33.993875,personal_details,progress,+27833418228,S914,A3704,USSD,ios,Android 11,4G,personal_details,4,fail,,Cape town,2026-03-28 10:44:33.993875,app
7885,2026-03-21 16:30:33.993875,otp,progress,+27835274074,S2601,A4913,USSD,ios,Android 11,4G,otp,3,abandon,,Durban,2026-03-28 10:44:33.993875,app
7886,2026-03-25 08:15:33.993875,start,progress,+27834960587,S1629,A2316,USSD,Android,Android 11,4G,start,1,success,,Durban,2026-03-28 10:44:33.993875,app
7887,2026-03-26 08:26:33.993875,otp,progress,+27833397402,S2266,A1644,USSD,Android,Android 11,4G,otp,3,success,,johannesburg,2026-03-28 10:44:33.993875,app
7888,2026-03-23 19:09:33.993875,account_created,progress,+27835050594,S1789,A4930,USSD,Android,Android 11,3G,account_created,6,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7889,2026-03-26 20:32:33.993875,account_created,progress,+27833616906,S1487,A4943,Branch,ios,Android 11,3G,account_created,6,abandon,,Durban,2026-03-28 10:44:33.993875,app
7890,2026-03-25 17:54:33.993875,phone_entry,progress,+27834719983,S217,A3604,Web,Android,ios 26,4G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.993875,app
7891,2026-03-23 13:28:33.993875,kyc_upload,progress,+27832326728,S502,A2895,Branch,Android,ios 26,3G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.993875,app
7892,2026-03-28 07:45:33.993875,otp,progress,+27832398374,S4,A2198,Web,ios,Android 11,3G,otp,3,fail,,Durban,2026-03-28 10:44:33.993875,app
7893,2026-03-27 03:28:33.993875,start,progress,+27837490707,S443,A4833,Branch,ios,Android 11,4G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7894,2026-03-24 10:30:33.993875,personal_details,progress,+27836261465,S1031,A2617,Web,Android,Android 11,3G,personal_details,4,abandon,,Durban,2026-03-28 10:44:33.993875,app
7895,2026-03-26 01:57:33.993875,start,progress,+27835534737,S14,A2255,Web,Android,ios 26,3G,start,1,success,,Durban,2026-03-28 10:44:33.993875,app
7896,2026-03-24 01:16:33.993875,otp,progress,+27839131743,S2370,A1997,Branch,Android,Android 11,4G,otp,3,success,,Durban,2026-03-28 10:44:33.993875,app
7897,2026-03-26 23:15:33.993875,otp,progress,+27834651499,S1489,A1041,Mobile App,ios,ios 26,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7898,2026-03-27 08:10:33.993875,otp,progress,+27833125383,S1635,A2141,USSD,ios,ios 26,3G,otp,3,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7899,2026-03-21 20:49:33.993875,personal_details,progress,+27834601232,S1206,A4546,Mobile App,Android,ios 26,3G,personal_details,4,fail,,Cape town,2026-03-28 10:44:33.993875,app
7900,2026-03-25 03:43:33.993875,kyc_upload,progress,+27833950648,S370,A4636,Branch,ios,ios 26,4G,kyc_upload,5,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7901,2026-03-27 00:50:33.993875,start,progress,+27835534934,S2762,A3375,Mobile App,Android,ios 26,4G,start,1,success,,johannesburg,2026-03-28 10:44:33.993875,app
7902,2026-03-26 10:12:33.993875,account_created,progress,+27831134673,S1953,A3004,Web,Android,ios 26,3G,account_created,6,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7903,2026-03-23 22:39:33.993875,kyc_upload,progress,+27832589623,S1096,A292,USSD,ios,Android 11,3G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7904,2026-03-27 18:37:33.993875,phone_entry,progress,+27833705601,S528,A1809,Branch,Android,Android 11,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.993875,app
7905,2026-03-24 02:58:33.993875,start,progress,+27831416743,S2251,A964,Branch,Android,Android 11,4G,start,1,success,,Durban,2026-03-28 10:44:33.993875,app
7906,2026-03-21 14:51:33.993875,start,progress,+27834790984,S589,A12,Web,Android,Android 11,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.993875,app
7907,2026-03-27 03:06:33.993875,personal_details,progress,+27832992164,S2892,A2648,USSD,ios,ios 26,3G,personal_details,4,success,,Durban,2026-03-28 10:44:33.993875,app
7908,2026-03-23 06:23:33.993875,account_created,progress,+27832665720,S598,A1755,Branch,Android,ios 26,3G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.993875,app
7909,2026-03-27 17:17:33.993875,kyc_upload,progress,+27838622271,S2169,A1198,Web,ios,ios 26,4G,kyc_upload,5,success,,johannesburg,2026-03-28 10:44:33.993875,app
7910,2026-03-21 20:03:33.993875,start,progress,+27839018121,S1576,A4803,USSD,ios,Android 11,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7911,2026-03-27 11:33:33.993875,phone_entry,progress,+27839524152,S284,A616,Mobile App,Android,Android 11,3G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7912,2026-03-25 02:55:33.993875,kyc_upload,progress,+27836097276,S2,A3796,Mobile App,ios,ios 26,3G,kyc_upload,5,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7913,2026-03-24 03:15:33.993875,phone_entry,progress,+27833740279,S2531,A1444,USSD,Android,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7914,2026-03-26 21:44:33.993875,start,progress,+27833519972,S2653,A4590,Branch,Android,Android 11,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7915,2026-03-25 09:12:33.993875,otp,progress,+27837297886,S777,A1579,Branch,ios,Android 11,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7916,2026-03-21 19:09:33.993875,phone_entry,progress,+27834187617,S2560,A2855,Mobile App,Android,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7917,2026-03-24 01:30:33.993875,phone_entry,progress,+27831545738,S853,A1519,Mobile App,Android,Android 11,4G,phone_entry,2,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7918,2026-03-27 12:39:33.993875,start,progress,+27836454179,S1758,A1558,Mobile App,ios,ios 26,4G,start,1,abandon,,Durban,2026-03-28 10:44:33.993875,app
7919,2026-03-22 03:06:33.993875,personal_details,progress,+27836204591,S1622,A720,Mobile App,Android,Android 11,4G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.993875,app
7920,2026-03-23 05:45:33.993875,start,progress,+27834381952,S518,A1365,Mobile App,Android,ios 26,3G,start,1,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7921,2026-03-21 15:17:33.993875,start,progress,+27834085788,S1707,A3521,Mobile App,Android,ios 26,3G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7922,2026-03-22 05:33:33.993875,phone_entry,progress,+27833092575,S1687,A2891,Web,ios,ios 26,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7923,2026-03-23 13:40:33.993875,start,progress,+27838347008,S217,A1333,Mobile App,ios,ios 26,3G,start,1,success,,johannesburg,2026-03-28 10:44:33.993875,app
7924,2026-03-26 10:45:33.993875,otp,progress,+27834378530,S2906,A3449,Mobile App,Android,Android 11,3G,otp,3,success,,Durban,2026-03-28 10:44:33.993875,app
7925,2026-03-27 09:13:33.993875,phone_entry,progress,+27831510377,S793,A1107,USSD,Android,ios 26,3G,phone_entry,2,success,,johannesburg,2026-03-28 10:44:33.993875,app
7926,2026-03-22 15:11:33.993875,personal_details,progress,+27837051153,S1364,A984,USSD,ios,Android 11,3G,personal_details,4,fail,,Durban,2026-03-28 10:44:33.993875,app
7927,2026-03-22 22:14:33.993875,account_created,progress,+27838655694,S1203,A1683,Branch,ios,Android 11,3G,account_created,6,success,,Cape town,2026-03-28 10:44:33.993875,app
7928,2026-03-27 14:36:33.993875,start,progress,+27834228662,S2666,A3969,USSD,Android,Android 11,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7929,2026-03-22 20:35:33.993875,phone_entry,progress,+27833464582,S2532,A4974,USSD,Android,ios 26,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7930,2026-03-28 00:29:33.993875,account_created,progress,+27838123874,S418,A3558,USSD,Android,ios 26,4G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.993875,app
7931,2026-03-25 12:07:33.993875,start,progress,+27838276016,S1803,A4294,Branch,ios,ios 26,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7932,2026-03-23 19:40:33.993875,kyc_upload,progress,+27832077308,S1345,A2727,Web,ios,ios 26,3G,kyc_upload,5,success,,johannesburg,2026-03-28 10:44:33.993875,app
7933,2026-03-25 02:34:33.993875,start,progress,+27833055272,S1544,A4450,Web,Android,ios 26,4G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7934,2026-03-27 15:39:33.993875,personal_details,progress,+27837685014,S900,A2651,USSD,Android,ios 26,3G,personal_details,4,abandon,,Cape town,2026-03-28 10:44:33.993875,app
7935,2026-03-22 13:42:33.993875,personal_details,progress,+27831329288,S754,A1398,Web,Android,Android 11,4G,personal_details,4,fail,,johannesburg,2026-03-28 10:44:33.993875,app
7936,2026-03-27 01:46:33.993875,personal_details,progress,+27836621081,S2777,A3296,Branch,ios,Android 11,4G,personal_details,4,fail,,Durban,2026-03-28 10:44:33.993875,app
7937,2026-03-26 19:34:33.993875,personal_details,progress,+27832232348,S2678,A4430,Branch,Android,Android 11,3G,personal_details,4,success,,Durban,2026-03-28 10:44:33.993875,app
7938,2026-03-25 05:32:33.993875,start,progress,+27832499536,S1017,A1002,Mobile App,ios,Android 11,4G,start,1,success,,Cape town,2026-03-28 10:44:33.993875,app
7939,2026-03-28 10:29:33.993875,start,progress,+27838353861,S2783,A39,Branch,ios,ios 26,3G,start,1,fail,,Durban,2026-03-28 10:44:33.993875,app
7940,2026-03-27 15:04:33.993875,start,progress,+27837969792,S1901,A2350,Web,Android,ios 26,4G,start,1,fail,,Cape town,2026-03-28 10:44:33.993875,app
7941,2026-03-27 01:26:33.993875,kyc_upload,progress,+27832089249,S1034,A1098,Branch,ios,ios 26,4G,kyc_upload,5,success,,johannesburg,2026-03-28 10:44:33.993875,app
7942,2026-03-22 14:06:33.993875,account_created,progress,+27835179169,S673,A2830,USSD,Android,Android 11,4G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.993875,app
7943,2026-03-22 08:23:33.993875,start,progress,+27833432716,S2748,A3658,Branch,Android,Android 11,3G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
7944,2026-03-28 04:20:33.993875,phone_entry,progress,+27836779887,S761,A2795,Web,ios,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.993875,app
7945,2026-03-24 18:52:33.993875,account_created,progress,+27838513283,S1480,A186,Web,Android,ios 26,4G,account_created,6,abandon,,johannesburg,2026-03-28 10:44:33.993875,app
